Model,Loss,AUC,AUPRC,AP@50,Comment
chemberta_simcse_sum,0.050282105803489685,0.8913817405700684,0.42314761877059937,0.7972676488783906,With Regularization
chemberta_simcse_sum,0.059041544795036316,0.873582661151886,0.3878021240234375,0.7867025323306452,Without Regularization
chemberta_simcse_sum,0.049949269741773605,0.8925220370292664,0.43293970823287964,0.8176082721047969,Only Dropout
chemberta_simcse_sum,0.0543837770819664,0.8843380212783813,0.4219023883342743,0.8178712378699783,Only BatchNormalization
